170.97986895,-42.42009801,-186.492761865
171.110577,-42.47185894,-174.187632598
171.24152961,-42.52349411,-149.834344827
171.37272677,-42.57500264,-118.742230228
171.50416848,-42.62638364,-89.9140057936
171.63585474,-42.67763624,-68.8594572646
171.76778551,-42.72875954,-55.4563754273
171.89996078,-42.77975266,-47.2860289453
172.03238049,-42.83061471,-42.3005478501
172.1650446,-42.88134481,-38.8785892409
172.29795305,-42.93194206,-35.8201600137
172.43110579,-42.98240558,-32.4378105532
172.56450273,-43.03273448,-28.9394128965
172.69814379,-43.08292788,-25.7770654723
172.83202887,-43.13298488,-23.2805955584
172.96615789,-43.1829046,-21.6570378151
173.10053072,-43.23268615,-20.9979368529
173.23514724,-43.28232864,-21.0968040108
171.08860998,-42.26140029,-190.401884749
171.22492218,-42.31528784,-170.608217229
171.36149852,-42.36903854,-147.005441505
171.498339,-42.4226514,-118.870307495
171.63544359,-42.47612541,-92.979262697
171.77281227,-42.52945957,-73.3166571487
171.91044502,-42.58265287,-60.1944334475
172.04834177,-42.63570432,-51.5276781874
172.18650247,-42.6886129,-45.482930115
172.32492706,-42.74137762,-40.7288419599
172.46361546,-42.79399748,-36.4095061482
172.60256758,-42.84647145,-32.1360350435
172.74178333,-42.89879855,-28.0943608969
172.88126259,-42.95097777,-24.6230272114
173.02100524,-43.0030081,-21.9273527153
173.16101116,-43.05488854,-20.0873108908
173.30128021,-43.10661808,-19.0763423628
173.44181222,-43.15819572,-18.6413146115
171.23309918,-42.11691381,-189.848769147
171.37162197,-42.17152001,-165.180828351
171.51041539,-42.2259847,-137.757848549
171.64947941,-42.28030684,-111.330998937
171.78881401,-42.33448537,-89.6862701662
171.92841915,-42.38851926,-73.9483359844
172.06829478,-42.44240745,-62.9027408662
172.20844083,-42.49614889,-54.7499496237
172.34885723,-42.54974253,-48.1765797766
172.48954389,-42.60318733,-42.3581188203
172.63050073,-42.65648223,-36.9135629187
172.77172764,-42.70962619,-31.8413569478
172.9132245,-42.76261816,-27.3746342663
173.05499118,-42.81545707,-23.700486223
173.19702754,-42.86814189,-20.8880923991
173.33933343,-42.92067157,-18.911574307
173.48190868,-42.97304505,-17.6757481458
173.62475313,-43.02526128,-17.0203412509
171.35000078,-41.96156742,-189.858474461
171.49230815,-42.0175553,-167.836557775
171.63489908,-42.07339374,-135.640987382
171.77777356,-42.1290816,-107.615027884
171.92093154,-42.18461775,-87.7558922103
172.06437296,-42.24000106,-74.8403513248
172.20809775,-42.2952304,-65.7074975675
172.35210583,-42.35030462,-58.0361440228
172.49639712,-42.40522259,-50.9816476831
172.6409715,-42.45998319,-44.1939715518
172.78582886,-42.51458527,-37.7055835713
172.93096908,-42.5690277,-31.8355102454
173.07639201,-42.62330935,-26.9198479157
173.22209749,-42.67742907,-23.0269365584
173.36808537,-42.73138573,-20.1137849536
173.51435545,-42.7851782,-18.0793908892
173.66090755,-42.83880535,-16.7884496818
173.80774147,-42.89226603,-16.1204559392
171.48615254,-41.81385897,-199.491326316
171.63115106,-41.87075848,-172.230113469
171.77644171,-41.92750267,-134.068809077
171.92202445,-41.98409035,-103.270906886
172.06789921,-42.04052032,-84.3649126707
172.21406592,-42.09679138,-73.8715629935
172.3605245,-42.15290236,-66.7738722324
172.50727484,-42.20885204,-59.74724069
172.65431683,-42.26463922,-52.4345650298
172.80165035,-42.32026273,-45.0037815704
172.94927526,-42.37572135,-37.8499991503
173.09719141,-42.43101389,-31.4937956033
173.24539863,-42.48613916,-26.3349592317
173.39389675,-42.54109595,-22.3595758335
173.54268557,-42.59588307,-19.4426962583
173.69176489,-42.65049933,-17.4381037085
173.84113448,-42.70494352,-16.1950177316
173.99079411,-42.75921446,-15.5896192731
171.60000054,-41.65742458,-227.570587878
171.74896253,-41.7157696,-191.998240422
171.89823065,-41.7739506,-143.39252974
172.04780483,-41.83196629,-106.642201887
172.19768499,-41.88981538,-85.2535976339
172.34787105,-41.94749658,-74.4850338705
172.49836289,-42.00500859,-68.0953869566
172.64916039,-42.06235013,-61.3054680039
172.80026343,-42.11951989,-53.6721303168
172.95167183,-42.17651659,-45.7356800503
173.10338545,-42.23333892,-38.1103876205
173.25540411,-42.2899856,-31.3977400072
173.4077276,-42.34645532,-26.0226138748
173.56035571,-42.40274681,-21.9423380851
173.71328823,-42.45885876,-18.9794412875
173.86652491,-42.51478988,-16.960456757
174.02006549,-42.57053887,-15.7251404331
174.1739097,-42.62610444,-15.1186501137
171.73907332,-41.5109364,-264.626382472
171.8905659,-41.57011356,-210.604111926
172.04237262,-41.6291209,-151.447559937
172.1944934,-41.68795705,-110.905436126
172.34692812,-41.74662067,-87.7203941534
172.49967669,-41.8051104,-75.9482283784
172.65273897,-41.86342488,-68.9857687721
172.80611481,-41.92156277,-61.7862425494
172.95980407,-41.97952269,-53.6721623331
173.11380656,-42.0373033,-45.3943153576
173.26812209,-42.09490325,-37.6307947689
173.42275046,-42.15232117,-30.9232125662
173.57769144,-42.2095557,-25.5871744508
173.73294479,-42.2666055,-21.5399997682
173.88851027,-42.32346921,-18.5802567978
174.0443876,-42.38014547,-16.5221390789
174.20057648,-42.43663292,-15.1943157055
174.35707663,-42.49293022,-14.4515425239
171.90227326,-41.37388586,-290.939187767
172.05492834,-41.43331177,-216.509074288
172.20789967,-41.49256494,-153.810093834
172.36118715,-41.55164401,-113.854363895
172.51479065,-41.6105476,-90.9354118128
172.66871005,-41.66927431,-78.2295476352
172.8229452,-41.72782278,-69.799364407
172.97749593,-41.78619161,-61.4697117205
173.13236206,-41.84437944,-52.69830534
173.28754339,-41.90238487,-44.2247494775
173.4430397,-41.96020653,-36.6119637033
173.59885078,-42.01784303,-30.207751451
173.75497637,-42.075293,-25.1210350011
173.91141622,-42.13255506,-21.2059883028
174.06817003,-42.18962782,-18.2550836044
174.22523752,-42.2465099,-16.0688995015
174.38261837,-42.30319992,-14.441993502
174.54031226,-42.35969651,-13.2336897622
172.09975827,-41.25012108,-280.673731086
172.25574372,-41.31056463,-199.088739054
172.4120562,-41.37082737,-144.003057333
172.56869558,-41.43090784,-110.801451148
172.7256617,-41.49080456,-91.0184537382
172.88295441,-41.55051609,-78.2090089464
173.04057352,-41.61004094,-67.9895688502
173.19851882,-41.66937766,-58.0901661259
173.3567901,-41.72852479,-48.7383034377
173.51538713,-41.78748085,-40.4472148686
173.67430966,-41.84624438,-33.4727063549
173.83355741,-41.90481393,-27.8321673877
173.99313009,-41.96318802,-23.358037667
174.15302741,-42.02136519,-19.8241190454
174.31324904,-42.07934397,-16.9950335675
174.47379462,-42.13712292,-14.6123314808
174.63466382,-42.19470055,-12.4063253547
174.79585623,-42.25207542,-10.1511653621
172.24429231,-41.10571335,-280.339218683
172.4119676,-41.17049094,-197.023023218
172.58001764,-41.23505928,-144.209553341
172.74844227,-41.29941655,-112.990660796
172.91724128,-41.36356095,-92.9209233139
173.08641442,-41.42749067,-78.0270977545
173.25596145,-41.49120388,-65.3663359912
173.42588208,-41.55469879,-54.0504614881
173.59617603,-41.61797357,-44.3853330134
173.76684296,-41.68102642,-36.4828150421
173.93788253,-41.74385552,-30.1732156616
174.10929437,-41.80645907,-25.1257864871
174.28107809,-41.86883525,-21.0281999259
174.45323326,-41.93098225,-17.5960842878
174.62575944,-41.99289827,-14.5288186869
174.79865617,-42.0545815,-11.4689543945
174.97192295,-42.11603012,-8.01416741031
175.14555926,-42.17724235,-4.45530007073
172.35000028,-40.94629992,-283.646708518
172.52600745,-41.01418061,-204.951607792
172.70242464,-41.08183063,-152.359910394
172.8792516,-41.1492479,-120.518075455
173.05648808,-41.21643032,-98.5968570989
173.23413379,-41.28337581,-81.0631949998
173.41218841,-41.35008228,-66.3402436109
173.5906516,-41.41654762,-54.0787140193
173.76952297,-41.48276976,-44.1602201633
173.94880214,-41.5487466,-36.2658052474
174.12848867,-41.61447605,-29.9751381975
174.30858211,-41.67995602,-24.8908391779
174.48908196,-41.74518443,-20.7042631451
174.66998771,-41.81015919,-17.1421126536
174.85129882,-41.87487821,-13.885725675
175.0330147,-41.93933942,-10.4766139986
175.21513476,-42.00354072,-6.6818700641
175.39765835,-42.06748003,-3.02854657073
172.35284007,-40.7471629,-295.131615497
172.54376338,-40.82090784,-239.182754275
172.73516713,-40.89438189,-177.562770733
172.927051,-40.96758237,-137.720874267
173.11941466,-41.04050661,-110.60414712
173.31225771,-41.11315194,-89.07718051
173.50557974,-41.18551567,-71.4644565974
173.69938028,-41.25759515,-57.3902507042
173.89365885,-41.32938769,-46.2987243043
174.08841489,-41.40089063,-37.5594471683
174.28364785,-41.47210129,-30.6274875959
174.47935709,-41.543017,-25.1494664106
174.67554196,-41.61363511,-20.8792550401
174.87220177,-41.68395293,-17.3966769448
175.06933577,-41.75396781,-14.3035390663
175.26694318,-41.82367708,-11.2008517681
175.46502319,-41.89307809,-7.47858520995
175.66357492,-41.96216817,-3.84780594429
172.49714018,-40.6028628,-290.543654084
172.69785143,-40.68015697,-223.424070553
172.89908925,-40.75715133,-168.94685156
173.10085324,-40.83384279,-132.646437542
173.30314294,-40.91022826,-105.293431742
173.50595789,-40.98630463,-83.4892279129
173.70929754,-41.06206883,-66.4558417411
173.91316132,-41.13751775,-53.2004227312
174.11754861,-41.2126483,-42.7242624563
174.32245871,-41.28745739,-34.4332547105
174.52789093,-41.36194194,-27.9733580308
174.73384448,-41.43609885,-23.2065975559
174.94031854,-41.50992504,-19.6991126991
175.14731224,-41.58341742,-16.9116876071
175.35482467,-41.65657293,-14.3503534243
175.56285485,-41.72938848,-11.5283581389
175.77140176,-41.801861,-7.90453527954
175.98046432,-41.87398741,-4.13270741347
172.60535545,-40.4446498,-292.845199259
172.81728317,-40.52611259,-232.800739103
173.02979367,-40.60724096,-169.157348406
173.24288647,-40.68803125,-130.254888928
173.45656099,-40.76847985,-100.784107426
173.67081664,-40.84858311,-78.6760658889
173.88565273,-40.92833741,-62.2851699869
174.10106854,-41.00773911,-49.7244290905
174.31706329,-41.08678459,-39.7624013811
174.53363613,-41.16547021,-31.886880504
174.75078615,-41.24379235,-25.9442577774
174.96851238,-41.32174739,-21.7794532484
175.18681381,-41.39933171,-18.8077620339
175.40568934,-41.47654169,-16.4654840997
175.62513781,-41.55337373,-14.1257515059
175.84515802,-41.6298242,-11.3781517796
176.06574867,-41.70588952,-7.78699247666
176.28690843,-41.78156608,-3.97415843231
172.71353096,-40.28647981,-275.28736407
172.93433399,-40.37120023,-235.05882122
173.15576504,-40.45555748,-170.057106295
173.37782352,-40.53954743,-126.240969718
173.60050876,-40.62316599,-95.0115519574
173.82382002,-40.70640908,-73.6196619955
174.04775649,-40.78927257,-58.5065423004
174.27231732,-40.87175239,-47.1121723222
174.49750155,-40.95384444,-37.8780771456
174.72330818,-41.03554462,-30.4151929435
174.94973613,-41.11684886,-24.6048280826
175.17678425,-41.19775305,-20.5233686845
175.40445132,-41.27825314,-17.6607311065
175.63273603,-41.35834503,-15.3819524614
175.86163702,-41.43802466,-13.3010460607
176.09115284,-41.51728797,-10.9609273923
176.32128196,-41.59613089,-8.14229773565
176.5520228,-41.67454938,-5.27468133473
172.85778112,-40.14222601,-252.172232334
173.08911195,-40.23071946,-217.419994593
173.32112635,-40.3188137,-159.280112615
173.55382356,-40.40650405,-114.379809122
173.78720276,-40.49378581,-84.1952809129
174.02126303,-40.58065428,-65.5182516142
174.25600339,-40.66710477,-53.1680831016
174.49142278,-40.75313259,-43.737583362
174.72752003,-40.83873306,-35.4748206932
174.96429391,-40.92390149,-28.1708457613
175.2017431,-41.0086332,-22.2948205748
175.4398662,-41.09292351,-18.2476521729
175.6786617,-41.17676777,-15.4411212323
175.91812802,-41.26016131,-13.410533393
176.1582635,-41.34309947,-11.7042268136
176.39906636,-41.42557761,-9.93339962186
176.64053476,-41.50759109,-7.70137263612
176.88266674,-41.58913528,-4.89747380647
173.00203564,-39.99796647,-248.45241381
173.24045008,-40.08890084,-202.892869678
173.47958452,-40.17941067,-148.068619072
173.71943807,-40.26949083,-106.007514152
173.96000976,-40.3591362,-77.3430354001
174.20129854,-40.44834166,-60.7294017894
174.44330327,-40.53710209,-51.028074521
174.68602271,-40.6254124,-43.1711499535
174.92945553,-40.71326745,-35.044541765
175.1736003,-40.80066216,-27.0823442424
175.41845549,-40.88759142,-20.8223786135
175.6640195,-40.97405014,-16.5478612679
175.9102906,-41.06003324,-13.846220559
176.15726698,-41.14553563,-12.158638247
176.40494673,-41.23055226,-10.946955654
176.65332781,-41.31507806,-9.56853163361
176.90240812,-41.39910798,-7.2959024903
177.15218542,-41.48263698,-3.86446946952
173.14630133,-39.85370235,-261.762872417
173.39101453,-39.94676506,-198.792385596
173.6364799,-40.03937997,-137.375790266
173.88269643,-40.13154155,-101.584307049
174.12966301,-40.22324429,-74.4688596456
